0;0
1;1
2;2
3;3
4;4
5;1
6;5
7;5
8;6
9;7
10;5
11;1
12;5
13;8
14;8
15;1
16;1
17;9
18;5
19;10
20;5
21;11
22;11
23;12
24;13
25;5
26;1
27;14
28;1
29;5
30;1
31;1
32;1
33;15
34;16
35;17
36;1
37;18
38;14
39;1
40;15
41;15
42;19
43;2
44;2
45;20
46;21
47;15
48;14
49;20
50;22
51;15
52;1
53;0
54;15
55;0
56;15
57;0
58;9
59;0
60;11
61;0
62;7
63;23
64;20
65;20
66;20
67;20
68;2
69;9
70;8
71;24
72;11
73;8
74;8
75;25
76;26
77;20
78;27
79;8
80;8
81;8
82;8
83;28
84;29
85;0
86;30
87;31
88;0
89;32
90;0
91;0
92;31
93;31
94;11
95;11
96;33
97;34
98;35
99;36
100;17
101;7
102;37
103;38
104;39
105;40
106;41
107;39
108;0
109;42
110;40
111;43
112;0
113;40
114;43
115;44
116;44
117;0
118;40
119;40
120;7
121;45
122;46
123;46
124;17
125;0
126;47
127;48
128;47
129;11
130;49
131;3
132;50
133;51
134;51
135;52
136;52
137;53
138;53
139;47
140;54
141;11
142;55
143;56
144;53
145;53
146;53
147;57
148;53
149;58
150;53
151;59
152;11
153;60
154;43
155;61
156;62
157;7
158;63
159;63
160;63
161;63
162;64
163;65
164;66
165;67
166;68
167;69
168;70
169;71
170;71
171;72
172;3
173;73
174;74
175;3
176;75
177;76
178;77
179;7
180;78
181;7
182;39
183;79
184;80
185;81
186;82
187;83
188;84
189;82
190;85
191;86
192;82
193;82
194;87
195;88
196;89
197;24
198;90
199;89
200;7
201;91
202;92
203;92
204;92
205;93
206;86
207;94
208;95
209;52
210;52
211;96
212;97
213;98
214;86
215;99
216;100
217;101
218;102
219;86
220;103
221;104
222;105
223;105
224;106
225;7
226;86
227;107
228;108
229;35
230;86
231;109
232;110
233;111
234;83
235;112
236;112
237;111
238;113
239;114
240;115
241;116
242;117
243;118
244;119
245;120
246;63
247;118
248;63
249;63
250;63
251;63
252;63
253;121
254;118
255;118
256;118
257;118
258;118
259;122
260;118
261;118
262;118
263;47
264;47
265;44
266;123
267;124
268;46
269;46
270;56
271;7
272;46
273;125
274;126
275;51
276;51
277;127
278;128
279;129
280;130
281;131
282;129
283;132
284;12
285;129
286;133
287;133
288;129
289;134
290;135
291;136
292;26
293;135
294;137
295;52
296;7
297;26
298;129
299;138
300;139
301;140
302;141
303;142
304;141
305;71
306;129
307;143
308;71
309;71
310;144
311;145
312;49
313;14
314;129
315;103
316;14
317;106
318;14
319;129
320;146
321;43
322;141
323;136
324;147
325;148
326;148
327;149
328;150
329;151
330;148
331;148
332;148
333;148
334;7
335;148
336;152
337;153
338;154
339;102
340;155
341;102
342;156
343;148
344;157
345;158
346;159
347;160
348;161
349;162
350;163
351;164
352;165
353;166
354;165
355;100
356;167
357;165
358;165
359;168
360;167
361;105
362;83
363;136
364;167
365;7
366;52
367;167
368;169
369;167
370;170
371;52
372;171
373;172
374;167
375;52
376;167
377;26
378;63
379;63
380;63
381;63
382;167
383;173
384;167
385;174
386;167
387;167
388;175
389;112
390;112
391;139
392;175
393;174
394;176
395;175
396;177
397;178
398;175
399;179
400;180
401;181
402;182
403;44
404;174
405;44
406;13
407;7
408;68
409;183
410;184
411;46
412;46
413;46
414;46
415;185
416;185
417;12
418;186
419;186
420;184
421;187
422;46
423;46
424;26
425;184
426;188
427;189
428;190
429;190
430;184
431;191
432;83
433;55
434;184
435;142
436;114
437;184
438;192
439;193
440;184
441;194
442;184
443;56
444;184
445;195
446;141
447;154
448;184
449;196
450;197
451;198
452;199
453;200
454;201
455;141
456;202
457;202
458;202
459;202
460;203
461;204
462;204
463;66
464;141
465;141
466;49
467;7
468;181
469;205
470;181
471;206
472;207
473;208
474;209
475;210
476;211
477;212
478;213
479;109
480;214
481;214
482;211
483;190
484;52
485;52
486;215
487;216
488;217
489;218
490;219
491;102
492;26
493;7
494;220
495;220
496;221
497;219
498;16
499;222
500;223
501;219
502;224
503;225
504;226
505;174
506;227
507;227
508;219
509;228
510;173
511;219
512;229
513;167
514;83
515;116
516;230
517;167
518;171
519;26
520;167
521;231
522;232
523;231
524;167
525;233
526;167
527;234
528;235
529;167
530;7
531;167
532;167
533;207
534;167
535;236
536;167
537;190
538;167
539;112
540;112
541;112
542;237
543;238
544;167
545;212
546;239
547;238
548;167
549;142
550;240
551;167
552;238
553;167
554;241
555;238
556;242
557;238
558;167
559;52
560;167
561;238
562;243
563;238
564;167
565;244
566;238
567;167
568;167
569;142
570;245
571;245
572;167
573;238
574;222
575;246
576;167
577;247
578;238
579;238
580;46
581;46
582;46
583;7
584;248
585;46
586;46
587;58
588;249
589;192
590;250
591;207
592;11
593;66
594;207
595;12
596;207
597;26
598;207
599;251
600;66
601;57
602;185
603;252
604;253
605;254
606;255
607;252
608;256
609;257
610;258
611;252
612;252
613;252
614;259
615;260
616;261
617;262
618;190
619;222
620;190
621;7
622;263
623;264
624;265
625;266
626;173
627;233
628;134
629;57
630;267
631;268
632;214
633;214
634;269
635;270
636;26
637;214
638;214
639;214
640;214
641;214
642;271
643;272
644;208
645;272
646;269
647;214
648;214
649;214
650;214
651;222
652;273
653;274
654;85
655;55
656;214
657;214
658;214
659;55
660;55
661;55
662;214
663;214
664;214
665;214
666;214
667;214
668;152
669;275
670;214
671;214
672;276
673;7
674;52
675;271
676;250
677;277
678;278
679;279
680;280
681;281
682;282
683;283
684;68
685;7
686;284
687;169
688;285
689;222
690;286
691;287
692;285
693;285
694;288
695;289
696;289
697;290
698;291
699;7
700;292
701;293
702;294
703;26
704;100
705;114
706;112
707;295
708;296
709;297
710;298
711;298
712;299
713;300
714;301
715;302
716;303
717;222
718;304
719;302
720;305
721;306
722;302
723;238
724;12
725;307
726;302
727;307
728;52
729;238
730;308
731;309
732;310
733;310
734;302
735;311
736;308
737;312
738;238
739;313
740;302
741;46
742;46
743;46
744;238
745;314
746;222
747;302
748;238
749;238
750;7
751;315
752;302
753;308
754;302
755;303
756;316
757;317
758;318
759;302
760;302
761;319
762;320
763;83
764;302
765;321
766;302
767;322
768;323
769;293
770;322
771;322
772;323
773;302
774;322
775;302
776;323
777;324
778;302
779;323
780;325
781;323
782;302
783;326
784;326
785;323
786;327
787;302
788;262
789;309
790;328
791;302
792;329
793;309
794;302
795;302
796;302
797;301
798;262
799;330
800;12
801;214
802;331
803;214
804;214
805;214
806;332
807;214
808;214
809;214
810;214
811;214
812;214
813;214
814;282
815;333
816;214
817;214
818;214
819;334
820;7
821;95
822;335
823;262
824;336
825;337
826;293
827;337
828;338
829;220
830;339
831;340
832;256
833;341
834;342
835;343
836;341
837;344
838;345
839;272
840;272
841;272
842;346
843;347
844;348
845;341
846;349
847;285
848;350
849;323
850;285
851;341
852;285
853;341
854;190
855;323
856;351
857;38
858;351
859;341
860;352
861;323
862;351
863;353
864;345
865;354
866;355
867;341
868;351
869;323
870;351
871;351
872;341
873;351
874;351
875;351
876;356
877;357
878;83
879;358
880;7
881;341
882;357
883;227
884;341
885;359
886;359
887;357
888;357
889;360
890;351
891;361
892;351
893;105
894;341
895;351
896;116
897;362
898;363
899;364
900;153
901;365
902;366
903;276
904;341
905;365
906;367
907;368
908;365
909;341
910;369
911;370
912;365
913;371
914;372
915;151
916;363
917;363
918;341
919;363
920;373
921;374
922;309
923;341
924;373
925;341
926;341
927;375
928;341
929;373
930;50
931;376
932;319
933;377
934;341
935;293
936;345
937;373
938;341
939;373
940;378
941;341
942;379
943;380
944;310
945;373
946;381
947;381
948;382
949;381
950;341
951;373
952;52
953;52
954;323
955;16
956;46
957;212
958;212
959;383
960;373
961;46
962;323
963;328
964;52
965;7
966;46
967;46
968;381
969;46
970;381
971;373
972;203
973;190
974;384
975;190
976;385
977;323
978;386
979;373
980;345
981;378
982;387
983;323
984;388
985;373
986;323
987;114
988;389
989;7
990;390
991;373
992;323
993;391
994;373
995;83
996;392
997;141
998;141
999;393
1000;323
1001;394
1002;395
1003;381
1004;373
1005;381
1006;381
1007;323
1008;396
1009;381
1010;373
1011;136
1012;136
1013;381
1014;323
1015;373
1016;236
1017;323
1018;397
1019;378
1020;373
1021;398
1022;399
1023;323
1024;373
1025;154
1026;132
1027;323
1028;141
1029;141
1030;400
1031;373
1032;245
1033;141
1034;245
1035;396
1036;323
1037;373
1038;401
1039;402
1040;323
1041;282
1042;403
1043;381
1044;373
1045;381
1046;282
1047;381
1048;381
1049;7
1050;323
1051;404
1052;373
1053;323
1054;345
1055;405
1056;401
1057;68
1058;406
1059;163
1060;323
1061;407
